user_id,Cond,condition,cluster
mcllb27o8tzti74md4,0,非対称的/サマリー,1
mcllbbdxglsrr4ouk3.wee,0,非対称的/サマリー,0
mcllc2b6t7ytoskbnv,0,非対称的/サマリー,0
mclldfjef7659272y2.sss,0,非対称的/サマリー,0
mcllhtswk2ekv8wshn.eee,0,非対称的/サマリー,1
mcllldkue64p2zj1l3.lll,0,非対称的/サマリー,1
mcllm5t1mi2e7z7ywo.3ll,0,非対称的/サマリー,1
mcllmap6dy1q2pjwoh,0,非対称的/サマリー,0
mcllpd3f2mx4jqqwww.eee,0,非対称的/サマリー,0
mcllxmwnl5s6v7za3w.3ll,0,非対称的/サマリー,1
mcllzgxg5maq17u5nc,0,非対称的/サマリー,0
mclm40c7io87bchvzx.p77,0,非対称的/サマリー,0
mcln9le5ofgf0m3sph.p77,0,非対称的/サマリー,1
mcln9xo5t81bgfw4nm.ass,0,非対称的/サマリー,0
mcln9zaxd239xajjak.wee,0,非対称的/サマリー,0
mclna1mkyreqtne4lm.wee,0,非対称的/サマリー,0
mclna2pbkes5dt9wru.sss,0,非対称的/サマリー,1
mclna9vjc53rjf7meg.3ll,0,非対称的/サマリー,0
mclnal6x0y53btq18j.777,0,非対称的/サマリー,0
mclnamxkgqjz4quvtv.sss,0,非対称的/サマリー,0
mclnantzqx2h8rjgam.sss,0,非対称的/サマリー,0
mclnao57zgs713pemj.eee,0,非対称的/サマリー,0
mclnaufv4act0uxzyz,0,非対称的/サマリー,0
mclnb237j2i7wnbmbs3,0,非対称的/サマリー,0
mclnbg8cgnvgvryl3d.ass,0,非対称的/サマリー,0
mclnbjfii8q61r4pur.ass,0,非対称的/サマリー,0
mclnbjnbdnsxk365tl.sss,0,非対称的/サマリー,0
mclnbmojqk41p0tn2l,0,非対称的/サマリー,0
mclnbnntty9d24j2hz.sss,0,非対称的/サマリー,0
mclnboj993uko4i8wg.wee,0,非対称的/サマリー,0
mclnc5k13y5h6xb29t.ass,0,非対称的/サマリー,1
mclnct0ngnftgawlpv.ass,0,非対称的/サマリー,0
mclncw9jiiaqcj0fy3.sss,0,非対称的/サマリー,0
mclndafuqa7pm5xn1i.wee,0,非対称的/サマリー,0
mclndk0flkvlbgpgun,0,非対称的/サマリー,0
mclneqtpbcq144lby5.3ll,0,非対称的/サマリー,1
mclnfklrloomvoajvr,0,非対称的/サマリー,0
mclnhac133co78a5yp,0,非対称的/サマリー,0
mclnhpg0zl8l8kievk.ass,0,非対称的/サマリー,0
mclnj85zbia36mnrok.777,0,非対称的/サマリー,0
mclnrvzltrywxh6ry2.p77,0,非対称的/サマリー,0
mclnvqr5bhj8trxh7b.sss,0,非対称的/サマリー,0
mclnxg12nslkx6s7x2.ass,0,非対称的/サマリー,0
mclo5kvjtcbj13yygz.777,0,非対称的/サマリー,0
mclox5fcxonyezd8ie,0,非対称的/サマリー,0
mclpy1vlpdfd13mxzw.sss,0,非対称的/サマリー,0
mcltqyjvrajhhop1ht.777,0,非対称的/サマリー,1
mclkxfz3rgz1pibicz.sss,0,非対称的/オンライン,0
mcll4ctj75ys035ren.wee,0,非対称的/オンライン,0
mcll4p2b9leju4ephg.p77,0,非対称的/オンライン,0
mcll4rmr92dljfi9xm.p77,0,非対称的/オンライン,0
mcll5335u98sk4zlq7,0,非対称的/オンライン,1
mcll53kpea68dgzp2d.p77,0,非対称的/オンライン,0
mcll53y5mokezfxqsl.3ll,0,非対称的/オンライン,0
mcll5d8gtm7gpvejzy.eee,0,非対称的/オンライン,0
mcll5i6tngqzd7yacu,0,非対称的/オンライン,0
mcll5n2tno4ajmj2cj.sss,0,非対称的/オンライン,0
mcll5orr7i85sm6ff1,0,非対称的/オンライン,0
mcll63uzmmcu60sol7,0,非対称的/オンライン,0
mcll67un6dq3qzcvqy.3ll,0,非対称的/オンライン,1
mcll69r400de3351rn.3ll,0,非対称的/オンライン,0
mcll6bmok1n0njv0ab.eee,0,非対称的/オンライン,0
mcll6gl3azf90l1dyb.wee,0,非対称的/オンライン,0
mcll6i5ndu9zsn77sq.lll,0,非対称的/オンライン,0
mcll6io834fgdcmx9b.eee,0,非対称的/オンライン,1
mcll6pqayp5g03ajyy.lll,0,非対称的/オンライン,1
mcll74eoaxj4gdji59.777,0,非対称的/オンライン,1
mcll74m49tz5dbzdvw.i,0,非対称的/オンライン,1
mcll75x1khrd37rv6o.3ll,0,非対称的/オンライン,1
mcll7g1wnjo34rftxf,0,非対称的/オンライン,0
mcll7k4xxus6re6pgl.sss,0,非対称的/オンライン,1
mcll7l8t73kp42x45p,0,非対称的/オンライン,0
mcll7o7izxwcup5a2m,0,非対称的/オンライン,0
mcll7ucumfq161wvm0.sss,0,非対称的/オンライン,0
mcll7xcpe3xxlwp8ze.i,0,非対称的/オンライン,0
mcll88l4qcxkx40mm3k.ee,0,非対称的/オンライン,1
mcll8j4hhna0cjf4h7.lll,0,非対称的/オンライン,0
mcll9pp4h1gfdq6330.777,0,非対称的/オンライン,1
mcllb27o8tzti74md4,0,非対称的/オンライン,0
mcllbbdxglsrr4ouk3.wee,0,非対称的/オンライン,1
mcllc2b6t7ytoskbnv,0,非対称的/オンライン,1
mclldfjef7659272y2.sss,0,非対称的/オンライン,0
mcllhtswk2ekv8wshn.eee,0,非対称的/オンライン,1
mcllldkue64p2zj1l3.lll,0,非対称的/オンライン,0
mcllm5t1mi2e7z7ywo.3ll,0,非対称的/オンライン,1
mcllmap6dy1q2pjwoh,0,非対称的/オンライン,0
mcllpd3f2mx4jqqwww.eee,0,非対称的/オンライン,0
mcllxmwnl5s6v7za3w.3ll,0,非対称的/オンライン,1
mcllzgxg5maq17u5nc,0,非対称的/オンライン,0
mclm40c7io87bchvzx.p77,0,非対称的/オンライン,1
mcln9le5ofgf0m3sph.p77,0,非対称的/オンライン,1
mcln9xo5t81bgfw4nm.ass,0,非対称的/オンライン,1
mcln9zaxd239xajjak.wee,0,非対称的/オンライン,1
mclna1mkyreqtne4lm.wee,0,非対称的/オンライン,0
mclna2pbkes5dt9wru.sss,0,非対称的/オンライン,0
mclna9vjc53rjf7meg.3ll,0,非対称的/オンライン,0
mclnal6x0y53btq18j.777,0,非対称的/オンライン,0
mclnamxkgqjz4quvtv.sss,0,非対称的/オンライン,1
mclnantzqx2h8rjgam.sss,0,非対称的/オンライン,1
mclnao57zgs713pemj.eee,0,非対称的/オンライン,0
mclnaufv4act0uxzyz,0,非対称的/オンライン,1
mclnb237j2i7wnbmbs3,0,非対称的/オンライン,0
mclnbg8cgnvgvryl3d.ass,0,非対称的/オンライン,1
mclnbjfii8q61r4pur.ass,0,非対称的/オンライン,0
mclnbjnbdnsxk365tl.sss,0,非対称的/オンライン,1
mclnbmojqk41p0tn2l,0,非対称的/オンライン,0
mclnbnntty9d24j2hz.sss,0,非対称的/オンライン,0
mclnboj993uko4i8wg.wee,0,非対称的/オンライン,1
mclnc5k13y5h6xb29t.ass,0,非対称的/オンライン,1
mclnct0ngnftgawlpv.ass,0,非対称的/オンライン,0
mclncw9jiiaqcj0fy3.sss,0,非対称的/オンライン,1
mclndafuqa7pm5xn1i.wee,0,非対称的/オンライン,0
mclndk0flkvlbgpgun,0,非対称的/オンライン,1
mclneqtpbcq144lby5.3ll,0,非対称的/オンライン,0
mclnfklrloomvoajvr,0,非対称的/オンライン,1
mclnhac133co78a5yp,0,非対称的/オンライン,1
mclnhpg0zl8l8kievk.ass,0,非対称的/オンライン,0
mclnj85zbia36mnrok.777,0,非対称的/オンライン,0
mclnrvzltrywxh6ry2.p77,0,非対称的/オンライン,0
mclnvqr5bhj8trxh7b.sss,0,非対称的/オンライン,1
mclnxg12nslkx6s7x2.ass,0,非対称的/オンライン,1
mclo5kvjtcbj13yygz.777,0,非対称的/オンライン,0
mclox5fcxonyezd8ie,0,非対称的/オンライン,0
mclpy1vlpdfd13mxzw.sss,0,非対称的/オンライン,1
mcltqyjvrajhhop1ht.777,0,非対称的/オンライン,1
mcll4bmhw0znkuzj99.sss,1,対称的/サマリー,1
mcll4qx9fuj8krv92g.wee,1,対称的/サマリー,1
mcll50bcy1zv872u86.lll,1,対称的/サマリー,1
mcll52ujpq0yf77ww4,1,対称的/サマリー,0
mcll56sd75db8qaxqx,1,対称的/サマリー,1
mcll5aimswpxusnyiu.lll,1,対称的/サマリー,0
mcll5az7vbgbiykzed,1,対称的/サマリー,1
mcll5c1wv85unn3sp0.eee,1,対称的/サマリー,0
mcll5irw6hyl31z7h7.sss,1,対称的/サマリー,0
mcll5l2iepz2wdz81b,1,対称的/サマリー,1
mcll5ry0686i2m8pyy.i,1,対称的/サマリー,0
mcll65gjnnb9ef7xfxz,1,対称的/サマリー,0
mcll69xpg7665ebw41.sss,1,対称的/サマリー,0
mcll6afnfrq9o2x0jk.777,1,対称的/サマリー,1
mcll6mo2fmxw9hy2cr.i,1,対称的/サマリー,0
mcll6o8fsheywxs2bg.ass,1,対称的/サマリー,0
mcll6pjb5sht5l4grc.eee,1,対称的/サマリー,1
mcll7c21qd9v2guhtr,1,対称的/サマリー,1
mcll7fvxc800uiqgo8.eee,1,対称的/サマリー,0
mcll7my7at5u4pncux,1,対称的/サマリー,0
mcll7roqioitd7jxqt.p77,1,対称的/サマリー,0
mcll7ssqm0fpuv40rq.eee,1,対称的/サマリー,0
mcll7z4qczwymqcdkx.i,1,対称的/サマリー,1
mcll8igionx3zx5igc.sss,1,対称的/サマリー,0
mclla4g5vquediuf89d.i,1,対称的/サマリー,1
mcllci79nopymd7qbk.sss,1,対称的/サマリー,0
mcllcs7ec11q9tcwbm.i,1,対称的/サマリー,0
mclldmkzp3xzpq2lkk.i,1,対称的/サマリー,0
mclldzm9rzls0ymtxr.3ll,1,対称的/サマリー,0
mcllfwq1mhlrbe5ga1.777,1,対称的/サマリー,1
mcllguv9x4e4hzt9q4.3ll,1,対称的/サマリー,1
mcllibvr9e05yx24fh.i,1,対称的/サマリー,0
mcllmuryujcal0yqid.lll,1,対称的/サマリー,0
mcllv4m90m0sa7y0bbx.ll,1,対称的/サマリー,0
mcllz6prnmxsed7js2.ass,1,対称的/サマリー,0
mclm08q7rknfvd271a.i,1,対称的/サマリー,0
mclmfe2ao14plnw3b3.lll,1,対称的/サマリー,0
mcln9gt4v184bt5q8y.p77,1,対称的/サマリー,0
mcln9s7wign1xc1nx3.i,1,対称的/サマリー,0
mcln9z3kj7p2n3j1xr.eee,1,対称的/サマリー,0
mcln9zhzfsqn5t376k.3ll,1,対称的/サマリー,0
mclna0mx9w4yqta7ae.eee,1,対称的/サマリー,1
mclnacenjw3v7p7mwv,1,対称的/サマリー,1
mclnaehcjy2j1sbacr.eee,1,対称的/サマリー,0
mclnamrgnfkuwif54u,1,対称的/サマリー,0
mclnatp4jcgpq4hnoa.eee,1,対称的/サマリー,1
mclnb36wupm6oz324f.i,1,対称的/サマリー,1
mclnb9ks0d6eet4r04,1,対称的/サマリー,0
mclnbewrhhzphpc9db.sss,1,対称的/サマリー,1
mclnbk8iqxvqcn1qk8.lll,1,対称的/サマリー,1
mclnbskcktx7zfb0ps.i,1,対称的/サマリー,1
mclnca3grblvnut6p9.777,1,対称的/サマリー,1
mclncm1luszxoo3uka.p77,1,対称的/サマリー,0
mclncn9cnikcpb6irr.777,1,対称的/サマリー,0
mclncramut1rac356b,1,対称的/サマリー,1
mclncsw68y86dyh3wu.p77,1,対称的/サマリー,1
mclnd1qnl9snabc766,1,対称的/サマリー,0
mclnd6dtzytsyfh1q6,1,対称的/サマリー,1
mclne5rq7aey1iecmo.i,1,対称的/サマリー,1
mclne6s23zl4eencpb.ass,1,対称的/サマリー,0
mclnf61nxxfs2hhszf.eee,1,対称的/サマリー,1
mclngfqok0z1b5gpjz.lll,1,対称的/サマリー,1
mclnmp0njjctosa2t9,1,対称的/サマリー,1
mclno8m57qwge0r9id.ass,1,対称的/サマリー,0
mclnupe9cnfgefllez6.ee,1,対称的/サマリー,0
mclnxdwfdpg6d6vy5f6.ss,1,対称的/サマリー,1
mclo0otcab0fp27vrv.lll,1,対称的/サマリー,0
mcloaebpimji2fsu2s,1,対称的/サマリー,1
mcloe7cr6y10aoqd75.000,1,対称的/サマリー,1
mcmv3k79c61u7ugyx1,1,対称的/サマリー,1
mcll4bmhw0znkuzj99.sss,1,対称的/オンライン,0
mcll4qx9fuj8krv92g.wee,1,対称的/オンライン,1
mcll50bcy1zv872u86.lll,1,対称的/オンライン,0
mcll52ujpq0yf77ww4,1,対称的/オンライン,1
mcll56sd75db8qaxqx,1,対称的/オンライン,1
mcll5aimswpxusnyiu.lll,1,対称的/オンライン,0
mcll5az7vbgbiykzed,1,対称的/オンライン,1
mcll5c1wv85unn3sp0.eee,1,対称的/オンライン,0
mcll5irw6hyl31z7h7.sss,1,対称的/オンライン,0
mcll5l2iepz2wdz81b,1,対称的/オンライン,0
mcll5ry0686i2m8pyy.i,1,対称的/オンライン,0
mcll65gjnnb9ef7xfxz,1,対称的/オンライン,0
mcll69xpg7665ebw41.sss,1,対称的/オンライン,0
mcll6afnfrq9o2x0jk.777,1,対称的/オンライン,0
mcll6mo2fmxw9hy2cr.i,1,対称的/オンライン,0
mcll6o8fsheywxs2bg.ass,1,対称的/オンライン,0
mcll6pjb5sht5l4grc.eee,1,対称的/オンライン,0
mcll7c21qd9v2guhtr,1,対称的/オンライン,0
mcll7fvxc800uiqgo8.eee,1,対称的/オンライン,1
mcll7my7at5u4pncux,1,対称的/オンライン,0
mcll7roqioitd7jxqt.p77,1,対称的/オンライン,1
mcll7ssqm0fpuv40rq.eee,1,対称的/オンライン,0
mcll7z4qczwymqcdkx.i,1,対称的/オンライン,1
mcll8igionx3zx5igc.sss,1,対称的/オンライン,0
mclla4g5vquediuf89d.i,1,対称的/オンライン,1
mcllci79nopymd7qbk.sss,1,対称的/オンライン,0
mcllcs7ec11q9tcwbm.i,1,対称的/オンライン,1
mclldmkzp3xzpq2lkk.i,1,対称的/オンライン,1
mclldzm9rzls0ymtxr.3ll,1,対称的/オンライン,1
mcllfwq1mhlrbe5ga1.777,1,対称的/オンライン,1
mcllguv9x4e4hzt9q4.3ll,1,対称的/オンライン,1
mcllibvr9e05yx24fh.i,1,対称的/オンライン,0
mcllmuryujcal0yqid.lll,1,対称的/オンライン,1
mcllv4m90m0sa7y0bbx.ll,1,対称的/オンライン,1
mcllz6prnmxsed7js2.ass,1,対称的/オンライン,0
mclm08q7rknfvd271a.i,1,対称的/オンライン,1
mclmfe2ao14plnw3b3.lll,1,対称的/オンライン,0
mcln9gt4v184bt5q8y.p77,1,対称的/オンライン,0
mcln9s7wign1xc1nx3.i,1,対称的/オンライン,0
mcln9z3kj7p2n3j1xr.eee,1,対称的/オンライン,0
mcln9zhzfsqn5t376k.3ll,1,対称的/オンライン,0
mclna0mx9w4yqta7ae.eee,1,対称的/オンライン,1
mclnacenjw3v7p7mwv,1,対称的/オンライン,1
mclnaehcjy2j1sbacr.eee,1,対称的/オンライン,1
mclnamrgnfkuwif54u,1,対称的/オンライン,1
mclnatp4jcgpq4hnoa.eee,1,対称的/オンライン,1
mclnb36wupm6oz324f.i,1,対称的/オンライン,0
mclnb9ks0d6eet4r04,1,対称的/オンライン,0
mclnbewrhhzphpc9db.sss,1,対称的/オンライン,0
mclnbk8iqxvqcn1qk8.lll,1,対称的/オンライン,1
mclnbskcktx7zfb0ps.i,1,対称的/オンライン,0
mclnca3grblvnut6p9.777,1,対称的/オンライン,0
mclncm1luszxoo3uka.p77,1,対称的/オンライン,0
mclncn9cnikcpb6irr.777,1,対称的/オンライン,0
mclncramut1rac356b,1,対称的/オンライン,0
mclncsw68y86dyh3wu.p77,1,対称的/オンライン,1
mclnd1qnl9snabc766,1,対称的/オンライン,1
mclnd6dtzytsyfh1q6,1,対称的/オンライン,1
mclne5rq7aey1iecmo.i,1,対称的/オンライン,1
mclne6s23zl4eencpb.ass,1,対称的/オンライン,0
mclnf61nxxfs2hhszf.eee,1,対称的/オンライン,1
mclngfqok0z1b5gpjz.lll,1,対称的/オンライン,0
mclnmp0njjctosa2t9,1,対称的/オンライン,1
mclno8m57qwge0r9id.ass,1,対称的/オンライン,0
mclnupe9cnfgefllez6.ee,1,対称的/オンライン,1
mclnxdwfdpg6d6vy5f6.ss,1,対称的/オンライン,0
mclo0otcab0fp27vrv.lll,1,対称的/オンライン,0
mcloaebpimji2fsu2s,1,対称的/オンライン,1
mcloe7cr6y10aoqd75.000,1,対称的/オンライン,1
mcmv3k79c61u7ugyx1,1,対称的/オンライン,1
